0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.017967,-0.022516,-1.766685,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.011604,-0.019846,-1.748704,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.021204,-0.026169,-1.766230,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.017967,-0.022516,-1.766685,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.015022,-0.022417,-1.747809,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.020775,-0.021645,-1.745617,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.021204,-0.026169,-1.766230,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.020775,-0.021645,-1.745617,35.000000,57.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000
0.027420,-0.023746,-1.764891,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.021204,-0.026169,-1.766230,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.027420,-0.023746,-1.764891,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.034126,-0.013258,-1.797572,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.021204,-0.026169,-1.766230,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.027420,-0.023746,-1.764891,35.000000,57.000000,0.000000,0.000000,0.700000,0.300000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.026893,-0.000170,-1.824004,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.034126,-0.013258,-1.797572,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.032234,0.004523,-1.822805,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.026893,-0.000170,-1.824004,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.034126,-0.013258,-1.797572,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.027633,-0.017270,-1.798659,35.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
